Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
10/4/2020,2/1/2020,10/3/2020,DE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,11,
10/4/2020,2/1/2020,10/3/2020,DE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,32,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,85+,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,13,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrest,I46,All Ages,17,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,65-74,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Heart failure,I50,All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,11,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,14,
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,65-74,11,
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Sepsis,Sepsis,A40-A41,All Ages,30,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,0,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,14,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,85+,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Diabetes,Diabetes,E10-E14,All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,75-84,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,85+,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Obesity,Obesity,E65-E68,All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,55-64,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,65-74,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,DE,Alzheimer disease,Alzheimer disease,G30,All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,14,
10/4/2020,2/1/2020,10/3/2020,DE,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
